text,sentiment
no commitment good turnaround operations mgr would count dozen small issue individual performance,-1
not need rt fleet fleek,-1
weather system outage hopefully everything go smoothly thank follow,1
cool picture another virginamerica plane wing site !,1
thank would awesome,1
need assistance reflight book problems flight dfw light,-1
take place simply can not like non stop st lucia,1
way change main cabin main cabin select flight without pay change fee penalty ?,0
know one thing would never treat customers like ! ! ! !,-1
replace beer ! bravo ! clapping_hands clapping_hands cheer ! clinking_beer_mugs clinking_beer_mugs,1
t5 little month ago guy great thank everything !,1
yes yes ! ! ! ! great trip ! ! thank lift ! ! ! !,1
send feedback thank,0
send email detail late flightr thank respond,-1
lol estimate departure time plane not even start board yet can not even get delay right,-1
crew flight 206 awesome ! tell send tweet maybe give free wifi,1
love,1
change without penalty not call customer service,0
25 min hang always awful call reservations,-1
pet policy ?,0
jfk las still delay ?,-1
glassdoor best place work snag 15 overall,0
lose read program customers get hot tea great crewmembers top notch info amp !,1
status bag check area ffl ?,0
still fly cold right ?,0
realize wrong departure date thank make change easy !,1
nice read ! thank much !,1
dig swanky pink mood light flight nyc sfo need cabaret singer think !,0
yes houston int l bush,0
seriously solution ? exactly help 5 year old problem plane ?,-1
can not stress enough awful agent flight 5283 know 11 people delay flight way mins no compassion,-1
apology accept !,1
guy big hearts keep good work,1
thank,1
fair enough not usually rant good know someone listen Happy_face_or_smiley,1
ok send info via dm appreciate help consideration smiling_face_with_smiling_eyes,1
25 min hold progress hour 919 675 0985,-1
check luggage employee tell not include wheel dimension,0
amaze service sw stewardesses ! den cun cun atl atl lax thank !,1
experience exceptional service cherry,1
flt ord correct per dm flight ord cvg charge incorrectly,-1
flight get cancel flightled able reschedule date want not next day 2 days,-1
let us hope stay,1
great thank,1
many thank follow look help smiling_face_with_heart eye growing_heart United_Kingdom growing_heart United_States growing_heart ribbon globe_showing_Asia Australia ribbon,0
june 1 thru december 31 no bus first milesaaver award available cun nyc ?,0
50th anniversary april 10th still sweethearts companion lifetime sons families love,1
stick nyc flight cancel flightled 2 days row long wait time phone run swa no help,-1
cool thank,1
know would amazingly awesome ? bos fll please ! ! ! ! ! ! ! want fly,1
rt fleet fleek,0
do 0,0
man steel fly cities though frequency,-1
one great airline red_heart,1
need confirmation number ! give ?,0
always rely fly usair american employees rude unhappy,-1
redeem aadavantage miles lan flight ?,0
denver phoenix think finally get ready take,0
start 3xweekly flight 9may 5sep,0
flight 4454 aircraft gate no crew ? 2 hours late flight destination come !,-1
consider loyal customer brand astound lack concern customer fly experience,-1
good beers ar,1
flight mke ord get delay ? gate attendant not communicate !,-1
! thank !,1
? ! zero concept customer service oh connection delay !,-1
flight delay due maintenance light cause miss connection iah msy help ?,-1
also appreciate hashtag ! Happy_face_or_smiley,1
companion pass break today ?,0
state faundation faith judeo cristian ideologias,0
ua1673 still wait ! suppose depart 9 08,-1
statement incentive offer digital journal,0
hi lga luggage clt tell come back tomorrow collect guy want cover taxi fare ?,-1
tell jet airways award availability ?,0
would love see girls inspire become pilot rt free woaw event march 2 8 abq,0
no worry time fly terminal take thank !,1
use aadvantage number connect usairways book ticket friends benefit account ?,0
guy worst fly philadelphia two jetways available time plane,-1
possible cancel flight reservation online ?,0
though work another major airline love black history month commercial thank,1
still wait bag flight 1613 2440 yesterday first class passenger not happy service,-1
work thank immediate reply ! !,1
thank ! ! !,1
flight 1679 n76200 prepare flight depart,0
can not control weather flight,0
pls help baby hannah get life save surgeries,0
can not help seat take way handle high volume call days,-1
hey friends ! stupid question split payment methods flight purchase ? example 1 2 debit card 1 2 billmelate flightr ? thank !,0
no not catch name sure jason know,0
yea saw move china 5 6 bag pay whatever want make sure ok bring many,0
discount volunteer firefighters ?,0
follow send dm ?,0
reboot chicago dispatch system need tire sit plan,0
please accept apologies lame childish tweet not deserve amp remain loyal sw customer !,1
post disappointment frequent unite flyer simple ? ? 1 bad apple not spoil bunch,0
duh do bag whereabouts unknown greeeaat,-1
delay 2 5 hours try get give us update please ? ? ?,-1
thank response hopeful,1
hi ! know pastor homeschool mom might like spirit ? contact prefundia,0
3 hour delay plus jetway not move biz traveler never fly !,-1
sale ! delight !,1
chance get ticket vegas stop ? miss chance enter contest love id death !,0
no ask either way not make flight less delay,-1
thank !,1
worst customer service flight always delay,-1
special promotions flight depart newark nj st john antigua ?,0
tripitpro accurate delay dept time 2hours late flightr hear ? curious,-1
great experience work glenn coles buffalo niagara airport ! ! top notch employee,1
conf number fmjtyl delay chance get earlier flight fll phx ?,0
help reroute trip ?,0
can not find good photo get one ?,0
another great trip ! lax 823 las 3075 bna thank much ! ! !,1
bad like 3 people team next level unreal,-1
letter follow sure include reward number twitter handle email address,0
love hate relationship days good others terribly awful sadden,0
hold 800 428 4322 flight dsm dca cancel flight 4473 know fly ?,-1
fly sdf atl tampa delta leave early arrive early crew helpful wifi work ! !,1
7 hrs strand dca zero apologies worst customer service faithful traveler 15 years no !,-1
no option cancel flight ? not want change flight want cancel flight,-1
southwest currently await government approval route know official ?,0
great ! thank,1
peak rt fleet fleek,0
karen riedel rock star employee miracle worker really appreciate help morning !,1
hop not miss lax ito connection not look forward stick lax overnight team !,-1
good morning sunshine !,1
fail see tell caller bag may take 18 hours get jfk brooklyn best,-1
many allergies want know bring 8oz bottle benadryl flight along 2 epipens ?,0
jh thank finally get second time,1
mean not policy destroy luggage ?,-1
3 kid 11 days 340 not work months advance,0
every time try line disconnect b c system say many call glad screw matter much,-1
know love airline friends problem retain info need,-1
official word whether flight 3403 bwi manchester cancel flightled ? get 8hr drive snow crying_face,0
flight 4315 n231wn taxis prior flight,0
best airways ! follow please ! ! ! ! ! folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands,1
oh trust love beautiful !,0
chance one flight leave 6am newark nj cancel flightled tomorrow ?,0
big pilot 644 turn 1hr tarmac 20min delay arrival,1
hi book flight need add baggage ?,0
flight look tomorrow morning bna fort lauderdale fll ? !,0
fleet fleek,-1
thank ! lol ! wait us per tail number Happy_face_or_smiley,1
3 months straight travel ahead time find new airline,-1
well day time world,1
airport snow removal method keep good work folks cessna become 747 !,1
joanna wonderful job ! thank ?,1
wish afford fly next friday go back home love everything airline,1
not sure trust statement many small number word,-1
expire offer buy transfer miles discount ? many offer year,1
submit response link send,0
thank response get resolve counter,1
thks us 2 19 phl fll overall 1st class improve food phl fll crew super,1
cancel flightled ticket take two months refund still wait !,-1
explain reward us elite premiere 1k members ?,0
request ticket change twitter ?,0
almost like punish live near large metro area ewr top rank domestic delay not good,-1
nothing do online help ? buy birthday present try able afford change,0
attendants atl airport awesome ! helpful cancel flightlations morning,1
counter agents rdu deserve medal,1
could control weather las vegas winking_face,0
unrivalled access flight 7 uk airports nonstop one stop connections year round,1
believe seriousness acceptable time expense name not fault,-1
update flt 1848 gate no expect time departure,-1
attend correct complaints via twitter whoa brave new world live thank american air Happy_face_or_smiley,1
link work us could take care please contact tech people get work,-1
time time next flight thursday,1
become best friends bcuz way ?,0
need assistance change flight get ail parent flight leave tuesday need change soon possible sooner,0
take age one snapchat story load one one demolish,-1
guy flight 1230 follow threat sue could not carry 3 bag defend free,-1
ok thank hope,1
get gate thank check !,1
would love hear live saturday !,1
fly competitor today start end never make mistake,1
like clockwork friday afternoon flight las den run late flight seem happen consistently,-1
awesome ! thank ! Wink_or_smirk,1
sure understand rule guy zero customer service staff damn counter !,-1
give us clever advertise allow,-1
hard unload bag order arrival ? 45 mins count flight 699,-1
thank ! know weather not great everyone tire,1
checkin system,-1
right ? delay crabby Happy_face_or_smiley also allow one family member purchase earlybird check hold row ?,-1
ual212 lax jfk,0
okay sign !,0
line airport right cover hotel fair sleep airport ?,-1
not atlanta san fransisco 99 present sale like last sale ? look 2 return ticket,0
share value common Happy_face_or_smiley,1
betsy besty ! gettin stick might not bad want home !,-1
would love 1 treatment,0
say would need get supervisor wait supervisor hang,-1
begin newark london heathrow route may 6,0
thank change music board gate ?,0
would brighter star combine red carpet tonight !,1
one downgrade flight ?,0
also unite phone representative ask web password normal ?,0
miss work take philly flight 1776 bos — gt phl many time res seat,1
must send note ! ! ! good word !,1
get mine go ? ?,1
yes every one every flight like need velcro something,-1
card company explain issue phone mexico purchase new ticket phone,0
love guy smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye,1
receive confirmation via email confirm ticket flight,0
not get yet 1 way lax nyc cost 190 ?,0
tell check airline regulation first contact,0
captain turn seat belt sign people get walk around not good,-1
hold southwest 2 hours automatically hang,-1
do ! ! thank much ! !,1
flight suppose depart boston 4 36 depart 6 30 due issue find pilot thank lot ! !,-1
sorry misunderstand term exactly mean ?,0
airways corporation register high short interest wall street pulse,0
plane thank ! maybe not let many people check teem morons,1
eye look pandu better chance bring home,-1
yes david allan send email number kmm24999563v99860l0km case,0
sound like fun !,1
currently standby lax 2 hour ride palm spring long day start snowy 3 30 philly,0
try change time flight already purchase tell pay 400 change fee ridiculous,-1
sorry well 24 hrs without bag can not get straight answer call today,-1
guy hold flight ! thank ! ! ! take mdw oakland thank,1
3 time flight delay miss next flight time lose baggage no clean clothe 337 flight thank !,-1
would not describe feces sprinkle bathroom inconvenience help might find baggage lose amp return,-1
thank help get need issue guess sit awhile longer,1
yes no response,-1
last week also maintenance issue flat tire another flight last week cancel flight track record worst !,-1
question fly maltese puppy dm ?,0
delay departure check bag gate claim space fill walk open space delay,-1
yes next flight,0
get help nice lady phone georgia thank !,1
dca ewr flight,0
able access use drop instead click tab,0
like delay less one plane connect voucher,-1
unbelievable thank much !,1
get thank,1
haha no worry guy best ! 1 spell name correctly,1
3659 sgf gt dfw might want clear ice plan land flushed_face,0
not passport time trip could still fly photo id ?,0
amaze experience staff dia last night blow away hospitality wife crutches,1
thank,1
would make share room ?,-1
book 8th save emergency exit get stretch,0
guy screw trip thank nothing,-1
little help us ! husband hold hour something take 5 minutes complete,-1
way reserve dog ’ s flight without speak representative ? boot helpline !,-1
give smile today zero award computers sense humour Happy_face_smiley,1
staff rather efficient get us solutions freak little limbo air,1
great example customer service morning msy head atl alison bobbi fantastic ! gate b8 thank,1
thank amaze airline know treat customers guy rock !,1
flt 912 capt herman amaze ! come flight play ask captain anything wonderful ambassador airline ! !,1
get sort thank,1
bad cs ! back least stick look apologize trouble,-1
god damn fuck crew not till 6 40 know hour half flight time bullshit,-1
certainly not,-1
ill check appreciate response regardless,1
great job ! ! look forward next trip able use new feature !,1
okay someone look fear lose forever small item,-1
flight 435,0
not glad not rt bet bird wish would fly south,0
hey family question trip disney world april please follow could dm guy,0
great hear thankyou much greatly appreciate reply feel much settle,1
keep get disconnect choose option unused travel fund automate customer service line !,-1
happen frequent flyer miles earn merger complete aa ?,0
618 flight houston,0
well last update right direction least ! keep finger cross,1
tell us flight delay tell us time 20 min spare ? not say delay unless sure !,-1
someone bother inform us airport close would help,-1
162 smf jfk !,1
great trip 2672 yesterday outstanding flight attendants,1
impress far app worth damn sms update flight,1
thank !,1
domestic want idea not get surprise,0
relay concern really mean amp keep let people flight bag larger state allowabl ?,-1
weary_face weary_face weary_face fleet fleek,0
call tomorrow,0
passngr require wheelchair gt plane sit exit row wld b physically capable help emergency ?,0
thank book flight uk use read exchange no way send,0
contact bank take money today also contact say reservation,0
course lax,0
ground 2 flight b c equipment problems amp rude wife travel alone w 2 young kid never,-1
guy amaze send people meet imagine dragons face_savoring_food,1
oh bind,0
no not sure unite info system,0
auto callbacks not wait hold ?,-1
4 reflight book problemss last 2 days time unite wait time lt 5 second ! kudos excellent customer service !,1
hey jetblue still wait hear lose 9 8 surfboard jfk bqn airports,-1
great deal ! already think 2nd trip amp not even go 1st trip yet ! p,1
nice touch use first name intimate file claim soon reimburse us airways day !,1
phone system not work bump 3 time need get mco,-1
stick two days airport not something pretty normal positive find plane europe,-1
never fly go vacation week lose bag ways no clothe thankyou,-1
offload plane ? ! ? ! ? ! ridiculous ! ! ! !,-1
do Happy_face_or_smiley,1
thank !,1
think snow boston 2 24 effect flight ?,0
thank reply box not mine not miss one add bag,-1
order 3 3,0
thank update !,1
thank ! finally make destination,1
deliver mom delay bag wrong place 2 hrs hold yesterday gt 1 hr today still no bag,-1
thank great customer service try make san antonio staff alert helpful boo ice !,1
issue flight 4420 jax delay tonight ?,-1
great commercial ! thank !,1
get call rdu baggage except not help can not get fly back home,-1
hope,0
appreciate however system tell call back late flightr end call no need reply thank,-1
go passengers divert clt fll phl flight leave 830 tonight ?,0
hello flight take airport noon suppose travel flight 376 san antonio,0
thank,1
good morning sylvie ! great flight ! gt thank !,1
additional charge golf bag club shoe golf ball piece luggage check ?,0
bag lose accord rep not even know please help,-1
food place open jfk t5 24 ?,0
next flight miami another airline,-1
fav ! ! ! !,1
thank nothing,-1
almost 4 hours coin understand higher call volume unacceptable,-1
power outlets seat go keep us sit forever ?,-1
not necessary confident excellent flight staff make appropriate report,1
4 hr delay flight jfk via tampa amp worst customer service san juan airport app not work day,-1
never late flight right thing,0
land early morning snowfall,0
worst experience ever ! ! ! !,-1
last name pordes,0
stick fort lauderdale,-1
send plane ? anyone jetblue clue ?,-1
thank lea chicago office help switch cancel flight flight ! !,1
still not air deice plane miss connect customer service helpful hop catch next flight,1
thank appreciate response,1
pay 17 wifi international business ticket ?,-1
thank wonderful global first class flight 777 fra great service cont,1
problem flight gainesville us airways 5137 clt miss connect flight 5547 iad get another flight,-1
question,0
100 failure 2015,-1
thank take care mr ! ! happy customer,1
feel almost everyone hate ?,-1
really appreciate follow always fly reason !,1
brilliant thankyou much class part carryon ?,1
current cancel flightlation indianapolis girlfriend strand ideas help provide ?,0
need info ! great amenity kit pj not include status match aa kp,0
2 55 tomorrow ric bos look good better reschedule ?,0
thank much step game make day night elevator music much appreciate,1
nice know 3 hours time worth 7 99 free directtv everyone ! ever hear preventative maintenance ?,-1
even though extra 5 lbs still go plane carry sense ? say fat people ?,-1
thank although use miles card flight book problems companion ticket book phone,0
follow back dm info,0
toss ticket great pr sure every college student follow will rock wit eye eye,1
oh see ! thank support,1
lose bag huston leave bahamas cruise today buy new stuff customer service non existent,-1
could not bother help lose luggage not single helpful employee owner find bwi,-1
dallas incoming look ? schedule fly 10 30 wonder stick st louis instead,0
download app iphone notice drink coupon nothing display ? get ready fly,0
tell say hey,0
1 hour since board begin still sit gate,-1
since leave tomorrow miami one thing right deliver bag airport ?,-1
thank assistance,1
help,0
6 minutes board b12 ord no sign gate agent little help ?,-1
phone number supervisor speak regard travel today,-1
glad see go fix ! please dm confirmation check,1
please help really want fly,1
nah boofin not talk like humans know respond like actually brain not want customer relations,-1
thank leave 3 year old row flight 360 lax iad,1
hey think leave wallet back please ?,0
denver baggage handlers totally impress us today lungs barely make run connect bag no problem !,1
good reason rock ! !,1
fleet fleek,0
soooo 15 days offer no response assume poor treatment gate agents norm ?,-1
can not call right baby fell asleep,0
thank ! everything ok,1
flight attendant extremely helpful woman hard time walk touch !,1
otis baggage claim bay not happy not nearly piss,-1
ass backwards process use credit flight even try get hold customer relations impossible,-1
still develop app favorite airline,0
good morning please let know able get luggage tag tx !,0
guy lose bag ski gear fly nyc ski buy new stuff tomorrow ?,-1
san diego chicago leave 6 15 tomorrow,0
fell asleep call place midght guess still hold 7,-1
ask lindsey call instead dm like schoolgirl far no call get tire type little note,-1
fleet fleek,0
ok thank,0
thank much !,1
!,1
look like bellagio ! good luck people ! see show vinyl,1
april 6th anything specific know first flight ?,0
go change tomorrow concern fllight make not able leave airport 1 2,0
thank ! much appreciate,1
new ceo seek right balance please passengers wall time colonist,0
50 minute wait time help cancel flightled flight ? ? help guy ?,-1
tell like pick get bump first class ? Happy_face_or_smiley,1
always love open upgrade email,1
good start would warm plane departure time flight not delay due freeze water line,-1
not worry great ride new plane great crew airlines like,1
special assistance travel alone w 2 kid 1 infant ? priority board ?,0
heck bag chicago 408 hour,-1
thank fly mess iad san diego,1
lindsay ? ? darn terrible memory part know head back iad pit tonight,0
specialist say would talk stewardess not serve drunks drink really help,-1
know need spotify stat,1
thank put flight leave late flightr original flight book,-1
see Wink_or_smirk,1
short stop jfk iad,0
pleasantly surprise find ana make major upgrade transpacific route flight plan service,1
not see talk military baggage fee please guide thank,0
exact flight love jetblue really want fly ya little pricey basic not mint bos sfo,1
annnndddd book flight easy,1
please fix mobile desktop site allow canadians select passenger check thank,-1
thank 100 credit 4hr delay tell customer service mean lot,1
thank fa shawn spectacular service flt 79 lhrdfw fa susan warm engage onboard welcome,1
hold 40 min 5 50 flight get cancel flightled reschedule monday unacceptable !,-1
ooh ! good one ! speak know,1
real shit nigga north not play around !,0
need eta please,-1
understand policy target passengers not good business address security,-1
appreciate apology sincerely thank really ever want begin,1
thank follow appreciate,1
ua5029 ric ua507 ord amp ua423 den delay non weather issue way go bat 1 000 ! no hotels,-1
yes fill form last year not case number handy guess not cut historical society afterall,0
team offer flight access journal content,0
absolute best team customer service ever every time fly delight thank !,1
guy horrible,-1
thank home msy tsa precheck agents direct people photo scan beyond rude one grab push children,-1
yesterday delay six hours w lil no explanation pay lot 2 fly w amp treat customers ?,-1
vacation go ruin w 3 days rain change fee 2 us nearly cost original flight help ?,0
flight bwi delay miss flight denver way find hold plane ?,0
please change direct flight ric jfk instead lga pleeeeease ! lga pit,0
need get 3 yr old nassau sea meet great granny name turn 103,0
do do ! best airline around hand !,1
yesterday deal ?,0
2 hr wait become 4 hr one claim send email yeah never happen,-1
big thank team family emerg day ticket experience excellent 1st time fly not last !,1
passengers automatically rebooked flight original cancel flight weather etc ?,0
hear lot instead feedback get back home,-1
atlantic plough lone furrow,0
contact request charity donation ?,0
friends sit houston since 7am flight cancel,-1
2 hours ! no not patient not call back feature pay someone answer phone not tweet,-1
no credit card statement not receive anything no way look,-1
thank shout candace ! enjoy ride always ! adore american airlines !,1
c think summer new nantucket service digital journal,0
4 hours 4 hours four hours like joke,-1
thank aa always start vacation,1
beautiful photos ! thank ! would market dept interest buy ?,1
repping bruins cleveland rock n roll hof amp christmas story house,0
sit plane jfk wait take doors open cater stock delay could not nicer,-1
no claim number not back iad baggage since phone call speak someone ?,-1
kudos phone support charlotte gate staff !,1
non profit arc would love ticket rely airlines extractions save abduct children return home !,0
seriously buy wd40 a319 operate flight 634 geg phoenix every seat squeak w every shift still grind !,-1
yeah rebooked tomorrow morning extremely disappoint miss wed,-1
thank ! ! great service already !,1
send !,0
pilot ua475 land plane like gently place us pile whip cream smoothest land ever,1
contact refund dm provide phone number,0
thank,0
one 11 30am ? app still show time !,-1
may suck,-1
thank great flight gfc Happy_face_or_smiley cheer,1
ok receive email registration team thank lot,1
greet ua club member idea use air canada lounge yvr fly ua tomorrow,0
friendliest employees,1
happy accommodate peanut treenut allergies flight ! 1st online cover air provider,1
line,0
thank ! smiling_face_with_smiling_eyes,1
star align connect flight delay clt make ! thank glad know someone listen time 80° mobay !,1
disappoint toll free number terrible customer service flight cancel flightled would like get home,-1
end partnership american express,0
faa invest near miss hare runway last wk,0
shut data flight want response time land 2 hours,0
wow even answer back ! awesome ! customer service ! ! !,1
need move reservation due weather middle part would like change depart airport,0
disappoint service receive travel nc past days lose baggage twice,-1
great land jfk,1
thank ! ! ! ! pick time,1
no problem things work airport thank !,1
thank refund baggage ! really appreciate,1
envoy airlines disgrace aa family nothing delay cancel flightlations week week,-1
scavenger hunt vegas ready ! ! !,0
please update go happen passengers flt ua14 cancel flightled,0
true maybe wish expedite security haha,1
fine wonder money go,-1
great operation guy run mechanical issue tap piece plane together lol,0
excite first cross country flight lax mco hear nothing great things virgin america,1
early frontrunner best airline !,1
email jim compton jeff smisek hopefully pay attention,0
land phoenix board flight quickly vegas no time airport ?,0
thank much !,1
idea november december 2015 travel open ?,0
hold 2hrs flight cancel flightled amp anthony beyond rude not helpful ! weigh,-1
can not gate agent flight provide update ? seriously ridiculous long people wait,-1
list pref credit card holder call exclusive hang hold 14 min give ? ? ?,-1
second pic cdg ?,0
keep flight cheap early time good fly cancel flightled flight 4 time last month unite gt,1
flight omaha chicago en route nyc seat partner separate please fix res ilc0hp,-1
two hours ugh get vouchers inexcusable esp pre flight check ok,-1
22 employees social care team 4 staff listen ctr time rest spot fill areas,0
getaway deal may 59 one way lot cool cities,1
adopt 2 yr old child ethiopia fly add grr 2 28 need add child reservation get cost help ! thank,0
thank lot send special deal get screw best vacation get new partner,-1
thank go motion shortly flight yesterday wonder quickly flight attendants notify,1
winter weather denver extend tomorrow chance ? even late flightr day would super helpful,0
continue amaze amaze customer service thank swa !,1
give update flight 1684 mco gt jfk ? say mechanical issue not disclose,-1
plane crew professional courteous gate agents fluster,1
briughy amp much,0
rqstd upgrade mint lax tell no use point ! turn 1600 bcz use point ?,-1
write service via email company also transport well 100 clients monthly via sw,0
miss san jose,0
110 lol anyone arrive yet ? ?,0
missin point ! no weather lie ! seat break claim weather get hotels classy,-1
free booze bach party would make better ! ord gt msy enjoy either way thank !,1
talk delta hour phone get number delta ask give aa,0
one use companion pass w point flight book problems cash fare ? thank !,0
book tuesday night 60 degrees alabama right good stay warm safe,1
pri board active military uniform ? 90 can not travel uniform opsec reason even official travel,0
glad home great people get home safely sad others not get back schedule problems,1
safety video,1
receive bag appreciate take care matter follow !,1
not first time fly us medical info look practical like adapt seat cushion allow ?,0
hi flight 1051 try book new one way flight departure show 3 55pm seem accurate,1
2 hours count kind travel voucher get ? ?,-1
man can not wait book ticket ! thank jp life sabe,1
great customer service come know expect love drop eb check no help sight !,-1
thank book spend extra 7 hrs ten w no explanation fly middle seat char instead memphis,-1
customer service crap,-1
dividend miles credit card amp use book flight one bag free ?,0
2 kristie sp ? gate4 pvd today tremendous help tough situation,1
phone hour wait without answer weary_face,-1
tell piece shit get fuck fly exclusively life,-1
receive ticket thank help,1
would nice could talk agent rather get catch w promotion amp hang,-1
find thank,1
well thankfully get nice food court update post ?,1
course not intention issue lie lack response contact directly sit hold 50 mins,-1
computers stop give update take flight info app ridiculous keep people update !,-1
flight get chicago,0
need seat assignments one leg family return flight please help via twitter pm ?,0
understand bite wait call 6 23 pm not get call back 11 00 pm not cool,-1
open seat flight 4001 pvd mco 1215pm today ?,0
wonderful thing !,1
hold hour try change flight ! ! ! come,-1
thank,0
reservation sync mean ? hold w customer service 12 min want idea,-1
plan include austin dallas route topnews arab,0
denver bag san jose see something wrong,-1
extra night stay san juan check ?,-1
sorry ! think do,0
lol sorry see lauren oh god ahhhh,1
flight 3056 still sit dfw wait baggage load,-1
30 minutes flight okc make us wait 30 minutes gate not empty,-1
notice not believe saw confirmation flight buy weeks ago def pay though ?,0
777 sfo hnl zero entertainment systems ? ? ? ! ! !,-1
enjoy lounge much almost miss flight !,1
delete return ticket europe blame show ? airline joke 3 time happen 3 time !,-1
except no wait time phone system hang continue hold not help,-1
hold since 5am no one get airport cancel flight flight not make us pay huge fee change flight,-1
flight promo tv include brian williams tough edit quickly not complaint observation,0
fabulous thank much ! look forward take sky ! Happy_face_or_smiley,1
omg finally,1
whatever lil heart desire !,0
three cheer denver staff not know get keep us smile,1
know beyond awesome ? pair ticket show atl girl dream,1
could let know stay tonight book anything would great go,0
pilot tell us would release bag well offer hotel vouchers neither happen,-1
no not yet wait connect agent,0
lack customer service shin need step get lose baggage delta return,-1
bring 2 guitars bring carry ?,0
far best example worst company,-1
send Happy_face_smiley curious see kind comp get,1
schedule depart schedule ?,0
​ cancel flight 1 arrival shv tonight amp 1st departure flight mon feb 23rd check airline flight status,-1
contest destination dragons ? want try everything go,0
flight full ?,0
see board soon !,1
ok know likely never book,-1
thank ! dming,1
get home amid snow amp cancel flightlations deliver bag w hassle plus no wait phone amp upgrade thank !,1
write evoucher number get rid voucher purchase air fair,0
know get pummel tonight one lucky one,0
yes,0
glad like feel free steal,1
alright please give scott f bdl bonus excellent customer service,1
probably least satisfactory airline ever never fail disappoint,-1
also say could not even book flight put hold amp someone else ? ? ?,-1
carrie !,0
bereavement discount airfare grandfather pass need attend funeral week,0
way get record flight take ?,0
really can not though agent worry reservation help !,-1
also way get print one record ? keep whenever fly Wink_or_smirk,0
welp fleet fleek,0
friendly engage personable handle clarify question baggage fee well take interest,1
thank ! always good follow,1
look next flier dc tell us would fly amp,0
,0
redeem pass admirals club ? 1 free visit barclay card membership bring companion ?,0
sorry end us air flight thank though get back Happy_face_or_smiley,1
deedee lynn great phx richard p jerk rude us parent no reason,-1
washington dc,0
time direct flight official jetblue terminal 5 new york…,0
best ! can not wait use travel bank fun trip,1
not yet plan could fly low slow right front would great,0
trouble flight book problems seat us84 11 march operate aa neither airline website allow seat selection ?,-1
fleet fleek,0
send,0
carol thrower passengers fort lauderdale airport,0
truly best something go wrong no matter big small issue fix thank,1
plane jfk gt sfo sit 1 5 hours wait push crew acceptable ?,-1
airways stock rat lower vetr inc jblu dakota financial news,0
delivery service use ? would like call,0
guy continue impress houston,1
houston hub aa employee bag not make pa ! oops not problem,-1
always happy help !,1
know lot baggage want know really enjoy inside,1
need know not do like promise would yesterday,-1
remember ? would not let 3 05pm flight seat available 7 40 flight delay worst airline,-1
want add flight mexico air canada exact situation none problems jet blue,-1
wow blow mind,1
currently minute 10 hold cust service need anything add lap child reservation ?,-1
always better find equipment inop grind air !,-1
lauren omg best airline ever,1
5 no clue place stay not,-1
would nice let us know post ! ! ! board still show flight time ! ! !,-1
ethiopia adopt child need flight home add grr late flight 2 27 early 2 28 need change exist reservation,0
look like settle go thank,1
awesome deal dal aus 39 way !,1
heart cp status sure would nice though,1
know ! alas live far far away,0
well not go help vebeen hold 3 hrs amp client want ff nbr record elite waa,-1
back line terminal phone guy could not help one person front 20 min wait ?,-1
definitely !,1
worst nonrefundable first class ticket ? oh select global fc system auto select economy w upgrade,-1
please explain reps ignore technical issue pass buck not good business model lucky limit 140,-1
brilliant brisk boston cue vx363,0
completely awesome experience last month bos las nonstop thank awesome flight depart time,1
really frustrate endlessly wait phl grind crew taxi us 10pm night take long ? !,-1
cxl flight rebooked 2 pax no problems thank everyone aa help us !,1
life noc ?,0
okay great thank !,1
oh god lauren oh god oh god,1
aussie cowgirl lookin cowboy take fort worth estelle say find !,0
good work flight 1798 crew recognition even coach many late flightly ?,1
customer relations still not open texas ? !,-1
situation jfk even go get better worse ? not cancel flight flight like yesterday 8h delay,-1
sorry not realize not follow,0
realistic make 80 minute domestic international transfer jfk non us citizen ?,0
tell get percentage every plastic bottle sell around yout departure section turn heat,0
ticket agents gate 4 providence airport rock tonight especially kristy sorry not correct spell,1
want hotel room whiskey,0
kudos not cancel flightling flight dfw morning unite usually first panic,1
hi fly domestic first sea hnl pay use lounge fly international ? thank,0
see new american airlines credit card replace usairways dividend mastercard ?,0
thank great customer service today amp help get travel sort !,1
thank good suggestion check not rebooked keep check look flight,1
thank !,1
thank new club hare comfortable make difficult weather days proficient enjoyable,1
give crew swa 4007 high five av 8b guy nice xw land nicely do !,1
travel w rifle hunt trip pistol large rifle case ? not clear freq ask question,0
soon possible ? board plane 1st time 6 30 11 30 still start,-1
nah horrible din options outside club luckily manuel admirals make bloody mary,-1
please confirm 2917 cid dfw 11 30 departure cancel flight not want make hour drive !,0
much cost check additional bag ? travel newark glasgow thank Happy_face_or_smiley,0
soon call customer service speak representative disconnect,-1
already dm concern pls check,0
airways continue various commercial relationships,0
choose seat free click 100 button,0
never make reward reservation becuase no one ever answer phone online one make get cancel flight can not change,-1
opal dragon book dragon ali weave murder ways philippines australia,0
take hour half though,-1
sadly not get much help travel agent disappoint,-1
would go portsmouth nh take care friend son take daughter boston surgery,0
thank ticket,1
big board say not leave 8 30 weary_face,-1
nice see veterans advantage program gate sunday,1
best gagent long time danny b us628 dfw clt appreciate date keep us irrops super professional !,1
